Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,198.3,7,7.8785,165.4485,2019-02-13,10:50:00,Credit card,157.57,4.761904762,7.8785,9
407-63-8975,A,Yangon,Normal,Male,Food and beverages,199.3,6,22.164,465.444,2019-03-23,19:16:00,Ewallet,443.28,4.761904762,22.164,9
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,200.3,3,13.02,273.42,2019-01-28,16:47:00,Ewallet,260.4,4.761904762,13.02,7
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,201.3,7,22.491,472.311,2019-02-09,10:00:00,Cash,449.82,4.761904762,22.491,8
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,202.3,8,15.388,323.148,2019-01-23,11:51:00,Cash,307.76,4.761904762,15.388,5
851-28-6367,A,Yangon,Member,Male,Sports and travel,203.3,10,7.75,162.75,2019-03-23,10:55:00,Ewallet,155,4.761904762,7.75,4
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,204.3,8,13.724,288.204,2019-01-25,15:00:00,Ewallet,274.48,4.761904762,13.724,5
586-25-0848,A,Yangon,Normal,Female,Sports and travel,205.3,7,4.319,90.699,2019-03-04,11:19:00,Credit card,86.38,4.761904762,4.319,8
895-66-0685,B,Mandalay,Member,Male,Food and beverages,206.3,3,2.712,56.952,2019-03-05,19:46:00,Ewallet,54.24,4.761904762,2.712,7
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,207.3,8,37.796,793.716,2019-03-03,19:00:00,Ewallet,755.92,4.761904762,37.796,5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,208.3,4,9.294,195.174,2019-02-08,10:53:00,Cash,185.88,4.761904762,9.294,4
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,209.3,1,3.7035,77.7735,2019-02-10,12:50:00,Ewallet,74.07,4.761904762,3.7035,7
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,210.3,4,13.962,293.202,2019-01-28,20:50:00,Credit card,279.24,4.761904762,13.962,7
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,211.3,3,11.556,242.676,2019-02-11,10:39:00,Credit card,231.12,4.761904762,11.556,8
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,212.3,2,7.352,154.392,2019-01-15,13:41:00,Ewallet,147.04,4.761904762,7.352,5
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,213.3,9,39.51,829.71,2019-03-16,19:08:00,Cash,790.2,4.761904762,39.51,4
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,214.3,4,5.11,107.31,2019-01-26,20:23:00,Ewallet,102.2,4.761904762,5.11,4
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,215.3,5,8.1775,171.7275,2019-03-19,11:30:00,Credit card,163.55,4.761904762,8.1775,7
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,216.3,1,3.7145,78.0045,2019-01-13,19:30:00,Cash,74.29,4.761904762,3.7145,8
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,217.3,2,4.37,91.77,2019-03-26,18:03:00,Cash,87.4,4.761904762,4.37,4
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,218.3,1,1.2645,26.5545,2019-03-23,10:13:00,Ewallet,25.29,4.761904762,1.2645,5
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,219.3,4,8.3,174.3,2019-03-12,19:58:00,Credit card,166,4.761904762,8.3,5
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,220.3,5,17.8475,374.7975,2019-02-17,19:57:00,Credit card,356.95,4.761904762,17.8475,4
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,221.3,6,5.745,120.645,2019-01-29,10:01:00,Credit card,114.9,4.761904762,5.745,9
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,222.3,4,11.498,241.458,2019-03-15,11:57:00,Cash,229.96,4.761904762,11.498,6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,223.3,7,21.4935,451.3635,2019-01-14,10:02:00,Cash,429.87,4.761904762,21.4935,8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,224.3,10,12.95,271.95,2019-02-06,14:51:00,Ewallet,259,4.761904762,12.95,6
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,225.3,5,4.4425,93.2925,2019-02-15,12:42:00,Credit card,88.85,4.761904762,4.4425,7
749-24-1565,A,Yangon,Normal,Female,Health and beauty,226.3,9,10.3635,217.6335,2019-01-03,12:02:00,Ewallet,207.27,4.761904762,10.3635,9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,227.3,9,29.9925,629.8425,2019-01-04,18:19:00,Credit card,599.85,4.761904762,29.9925,7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,228.3,10,14.265,299.565,2019-03-18,17:38:00,Ewallet,285.3,4.761904762,14.265,5
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,229.3,3,4.5555,95.6655,2019-03-28,13:41:00,Ewallet,91.11,4.761904762,4.5555,4
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,230.3,9,44.8785,942.4485,2019-03-02,19:42:00,Credit card,897.57,4.761904762,44.8785,5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,231.3,9,11.8035,247.8735,2019-01-25,20:24:00,Ewallet,236.07,4.761904762,11.8035,5
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,232.3,9,41.967,881.307,2019-01-16,18:08:00,Cash,839.34,4.761904762,41.967,7
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,233.3,5,23.09,484.89,2019-03-20,19:17:00,Ewallet,461.8,4.761904762,23.09,7
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,234.3,3,6.963,146.223,2019-01-04,13:24:00,Credit card,139.26,4.761904762,6.963,7
891-58-8335,B,Mandalay,Member,Female,Sports and travel,235.3,7,10.3635,217.6335,2019-03-11,15:53:00,Cash,207.27,4.761904762,10.3635,5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,236.3,1,0.914,19.194,2019-03-22,15:05:00,Credit card,18.28,4.761904762,0.914,7
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,237.3,5,6.1925,130.0425,2019-03-24,18:27:00,Cash,123.85,4.761904762,6.1925,8
319-74-2561,A,Yangon,Member,Female,Electronic accessories,238.3,3,14.196,298.116,2019-02-21,16:55:00,Cash,283.92,4.761904762,14.196,8
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,239.3,8,37.948,796.908,2019-02-12,12:58:00,Ewallet,758.96,4.761904762,37.948,6
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,240.3,3,8.601,180.621,2019-03-10,18:59:00,Credit card,172.02,4.761904762,8.601,5
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,241.3,6,13.605,285.705,2019-01-31,13:44:00,Ewallet,272.1,4.761904762,13.605,7
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,242.3,7,21.728,456.288,2019-03-06,13:46:00,Ewallet,434.56,4.761904762,21.728,7
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,243.3,5,2.9525,62.0025,2019-02-17,18:06:00,Cash,59.05,4.761904762,2.9525,9
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,244.3,1,0.627,13.167,2019-02-21,12:38:00,Cash,12.54,4.761904762,0.627,8
213-72-6612,A,Yangon,Normal,Male,Food and beverages,245.3,2,4.325,90.825,2019-03-20,15:56:00,Cash,86.5,4.761904762,4.325,4
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,246.3,2,8.716,183.036,2019-01-11,14:29:00,Credit card,174.32,4.761904762,8.716,8
836-82-5858,B,Mandalay,Member,Male,Health and beauty,247.3,9,31.2165,655.5465,2019-01-26,19:14:00,Ewallet,624.33,4.761904762,31.2165,8
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,248.3,4,7.412,155.652,2019-01-31,16:24:00,Ewallet,148.24,4.761904762,7.412,9
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,249.3,6,27.21,571.41,2019-02-26,10:52:00,Cash,544.2,4.761904762,27.21,8
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,250.3,8,25.368,532.728,2019-03-11,12:55:00,Ewallet,507.36,4.761904762,25.368,6
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,251.3,2,8.137,170.877,2019-01-26,19:28:00,Cash,162.74,4.761904762,8.137,6
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,252.3,3,1.5885,33.3585,2019-03-12,13:52:00,Credit card,31.77,4.761904762,1.5885,6
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,253.3,9,37.8405,794.6505,2019-02-11,10:54:00,Cash,756.81,4.761904762,37.8405,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,254.3,4,14.764,310.044,2019-02-21,18:31:00,Cash,295.28,4.761904762,14.764,5
157-13-5295,A,Yangon,Member,Male,Health and beauty,255.3,10,25.97,545.37,2019-03-09,18:24:00,Ewallet,519.4,4.761904762,25.97,6
645-78-8093,A,Yangon,Normal,Female,Sports and travel,256.3,2,9.314,195.594,2019-01-20,18:09:00,Ewallet,186.28,4.761904762,9.314,5
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,257.3,5,4.3525,91.4025,2019-01-28,15:16:00,Credit card,87.05,4.761904762,4.3525,9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,258.3,5,11.055,232.155,2019-03-05,17:07:00,Credit card,221.1,4.761904762,11.055,5
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,259.3,5,3.305,69.405,2019-03-02,19:26:00,Cash,66.1,4.761904762,3.305,7
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,260.3,1,4.4845,94.1745,2019-01-11,11:20:00,Ewallet,89.69,4.761904762,4.4845,8
540-11-4336,A,Yangon,Normal,Male,Food and beverages,261.3,9,11.223,235.683,2019-01-11,16:49:00,Credit card,224.46,4.761904762,11.223,8
448-81-5016,A,Yangon,Normal,Male,Health and beauty,262.3,2,5.977,125.517,2019-03-11,12:01:00,Credit card,119.54,4.761904762,5.977,6
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,263.3,2,9.32,195.72,2019-02-28,18:37:00,Credit card,186.4,4.761904762,9.32,5
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,264.3,4,12.53,263.13,2019-01-05,11:25:00,Cash,250.6,4.761904762,12.53,7
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,265.3,8,37.548,788.508,2019-02-02,18:42:00,Credit card,750.96,4.761904762,37.548,7
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,266.3,8,19.036,399.756,2019-01-01,14:47:00,Cash,380.72,4.761904762,19.036,9
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,267.3,3,12.21,256.41,2019-02-09,19:43:00,Cash,244.2,4.761904762,12.21,8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,268.3,5,4.485,94.185,2019-01-23,14:04:00,Ewallet,89.7,4.761904762,4.485,4
799-71-1548,A,Yangon,Member,Male,Electronic accessories,269.3,4,15.544,326.424,2019-01-07,16:11:00,Credit card,310.88,4.761904762,15.544,8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,270.3,7,25.571,536.991,2019-01-14,19:06:00,Credit card,511.42,4.761904762,25.571,8
845-51-0542,B,Mandalay,Member,Male,Food and beverages,271.3,9,20.9475,439.8975,2019-02-02,15:34:00,Ewallet,418.95,4.761904762,20.9475,9
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,272.3,10,17.595,369.495,2019-03-17,19:06:00,Credit card,351.9,4.761904762,17.595,8
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,273.3,2,1.439,30.219,2019-03-02,19:44:00,Credit card,28.78,4.761904762,1.439,6
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,274.3,4,4.75,99.75,2019-03-16,11:22:00,Cash,95,4.761904762,4.75,6
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,275.3,8,23.56,494.76,2019-01-06,11:23:00,Cash,471.2,4.761904762,23.56,5
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,276.3,4,6.524,137.004,2019-01-29,14:12:00,Cash,130.48,4.761904762,6.524,7
366-93-0948,A,Yangon,Member,Male,Electronic accessories,277.3,1,3.3175,69.6675,2019-01-31,10:46:00,Credit card,66.35,4.761904762,3.3175,8
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,278.3,6,7.773,163.233,2019-02-05,10:16:00,Ewallet,155.46,4.761904762,7.773,8
151-16-1484,A,Yangon,Member,Male,Electronic accessories,279.3,4,6.45,135.45,2019-02-13,12:38:00,Ewallet,129,4.761904762,6.45,6
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,280.3,4,13.188,276.948,2019-02-07,13:05:00,Credit card,263.76,4.761904762,13.188,5
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,281.3,9,33.777,709.317,2019-03-19,13:25:00,Ewallet,675.54,4.761904762,33.777,9
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,282.3,4,3.29,69.09,2019-03-07,14:53:00,Ewallet,65.8,4.761904762,3.29,9
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,283.3,4,7.66,160.86,2019-03-13,19:22:00,Cash,153.2,4.761904762,7.66,7
447-15-7839,A,Yangon,Member,Female,Sports and travel,284.3,10,11.12,233.52,2019-02-09,11:00:00,Cash,222.4,4.761904762,11.12,8
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,285.3,1,2.7225,57.1725,2019-02-26,19:24:00,Ewallet,54.45,4.761904762,2.7225,5
253-12-6086,A,Yangon,Member,Female,Sports and travel,286.3,7,34.44,723.24,2019-03-12,12:43:00,Credit card,688.8,4.761904762,34.44,4
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,287.3,4,7.094,148.974,2019-03-14,17:22:00,Credit card,141.88,4.761904762,7.094,5
571-94-0759,B,Mandalay,Member,Female,Food and beverages,288.3,10,37.3,783.3,2019-01-08,20:55:00,Cash,746,4.761904762,37.3,8
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,289.3,4,14.148,297.108,2019-01-05,16:05:00,Credit card,282.96,4.761904762,14.148,7
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,290.3,10,17.77,373.17,2019-01-04,13:34:00,Ewallet,355.4,4.761904762,17.77,5
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,291.3,5,16.8575,354.0075,2019-03-06,18:13:00,Ewallet,337.15,4.761904762,16.8575,4
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,292.3,2,2.112,44.352,2019-01-03,19:17:00,Cash,42.24,4.761904762,2.112,7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,293.3,9,9.693,203.553,2019-01-07,11:44:00,Credit card,193.86,4.761904762,9.693,7
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,294.3,2,1.203,25.263,2019-01-27,15:51:00,Cash,24.06,4.761904762,1.203,8
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,295.3,6,29.913,628.173,2019-02-26,16:52:00,Ewallet,598.26,4.761904762,29.913,5
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,296.3,7,16.7895,352.5795,2019-01-07,20:52:00,Cash,335.79,4.761904762,16.7895,4
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,297.3,10,10.91,229.11,2019-01-07,17:36:00,Cash,218.2,4.761904762,10.91,4
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,298.3,4,19.084,400.764,2019-02-02,13:23:00,Ewallet,381.68,4.761904762,19.084,7
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,299.3,10,35.495,745.395,2019-03-20,16:28:00,Cash,709.9,4.761904762,35.495,8
828-61-5674,A,Yangon,Member,Male,Sports and travel,300.3,10,22.01,462.21,2019-03-20,19:57:00,Credit card,440.2,4.761904762,22.01,4
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,301.3,8,27.984,587.664,2019-02-15,17:01:00,Credit card,559.68,4.761904762,27.984,5
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,302.3,1,1.85,38.85,2019-03-06,13:29:00,Credit card,37,4.761904762,1.85,5
490-29-1201,A,Yangon,Normal,Female,Sports and travel,303.3,1,0.767,16.107,2019-01-06,11:09:00,Cash,15.34,4.761904762,0.767,4
667-92-0055,A,Yangon,Member,Male,Health and beauty,304.3,6,29.949,628.929,2019-03-04,15:02:00,Ewallet,598.98,4.761904762,29.949,9
565-17-3836,A,Yangon,Member,Female,Health and beauty,305.3,4,9.534,200.214,2019-03-12,14:21:00,Cash,190.68,4.761904762,9.534,6
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,306.3,5,16.67,350.07,2019-02-20,18:01:00,Cash,333.4,4.761904762,16.67,8
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,307.3,1,3.743,78.603,2019-03-24,14:49:00,Cash,74.86,4.761904762,3.743,6
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,308.3,9,10.6875,224.4375,2019-01-31,12:02:00,Cash,213.75,4.761904762,10.6875,7
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,309.3,7,16.9785,356.5485,2019-01-25,13:30:00,Credit card,339.57,4.761904762,16.9785,9
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,310.3,7,33.208,697.368,2019-02-03,14:38:00,Cash,664.16,4.761904762,33.208,7
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,311.3,10,20.15,423.15,2019-01-24,17:37:00,Credit card,403,4.761904762,20.15,5
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,312.3,7,9.7475,204.6975,2019-03-14,17:20:00,Ewallet,194.95,4.761904762,9.7475,4
278-97-7759,A,Yangon,Member,Female,Electronic accessories,313.3,1,3.124,65.604,2019-02-18,20:29:00,Cash,62.48,4.761904762,3.124,5
316-68-6352,A,Yangon,Member,Female,Food and beverages,314.3,2,3.636,76.356,2019-01-21,10:00:00,Cash,72.72,4.761904762,3.636,5
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,315.3,10,9.055,190.155,2019-03-13,11:46:00,Ewallet,181.1,4.761904762,9.055,7
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,316.3,5,12.98,272.58,2019-03-03,13:42:00,Cash,259.6,4.761904762,12.98,7
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,317.3,4,5.768,121.128,2019-03-29,14:44:00,Cash,115.36,4.761904762,5.768,7
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,318.3,6,23.514,493.794,2019-01-10,14:16:00,Ewallet,470.28,4.761904762,23.514,5
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,319.3,4,12.002,252.042,2019-01-25,15:54:00,Cash,240.04,4.761904762,12.002,7
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,320.3,1,4.4305,93.0405,2019-01-19,10:21:00,Cash,88.61,4.761904762,4.4305,8
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,321.3,2,9.982,209.622,2019-01-02,18:09:00,Credit card,199.64,4.761904762,9.982,8
573-10-3877,B,Mandalay,Member,Male,Health and beauty,322.3,1,1.9505,40.9605,2019-03-12,16:46:00,Credit card,39.01,4.761904762,1.9505,6
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,323.3,1,2.4305,51.0405,2019-02-25,15:31:00,Cash,48.61,4.761904762,2.4305,5
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,324.3,4,10.238,214.998,2019-03-18,17:15:00,Credit card,204.76,4.761904762,10.238,7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,325.3,8,5.984,125.664,2019-02-23,12:29:00,Cash,119.68,4.761904762,5.984,7
411-77-0180,A,Yangon,Member,Male,Electronic accessories,326.3,7,25.27,530.67,2019-03-26,20:14:00,Ewallet,505.4,4.761904762,25.27,9
286-01-5402,A,Yangon,Normal,Female,Sports and travel,327.3,7,14.0805,295.6905,2019-03-30,13:22:00,Cash,281.61,4.761904762,14.0805,8
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,328.3,8,35.516,745.836,2019-02-17,17:09:00,Cash,710.32,4.761904762,35.516,4
512-98-1403,A,Yangon,Member,Female,Electronic accessories,329.3,3,3.972,83.412,2019-03-21,10:40:00,Ewallet,79.44,4.761904762,3.972,8
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,330.3,2,8.191,172.011,2019-03-05,17:43:00,Cash,163.82,4.761904762,8.191,8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,331.3,6,23.979,503.559,2019-01-31,14:04:00,Cash,479.58,4.761904762,23.979,9
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,332.3,2,6.933,145.593,2019-02-05,19:05:00,Ewallet,138.66,4.761904762,6.933,8
870-76-1733,A,Yangon,Member,Female,Food and beverages,333.3,5,3.5575,74.7075,2019-02-01,10:08:00,Credit card,71.15,4.761904762,3.5575,6
423-64-4619,A,Yangon,Member,Female,Health and beauty,334.3,9,6.9975,146.9475,2019-03-07,13:12:00,Cash,139.95,4.761904762,6.9975,6
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,335.3,10,39.065,820.365,2019-02-10,20:51:00,Cash,781.3,4.761904762,39.065,6
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,336.3,2,9.937,208.677,2019-02-14,17:29:00,Cash,198.74,4.761904762,9.937,8
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,337.3,3,3.162,66.402,2019-02-09,10:25:00,Cash,63.24,4.761904762,3.162,5
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,338.3,5,18.6975,392.6475,2019-01-10,11:34:00,Cash,373.95,4.761904762,18.6975,6
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,339.3,7,10.3845,218.0745,2019-03-11,18:58:00,Credit card,207.69,4.761904762,10.3845,5
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,340.3,4,8.814,185.094,2019-02-18,16:28:00,Ewallet,176.28,4.761904762,8.814,9
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,341.3,9,10.3185,216.6885,2019-02-26,20:26:00,Cash,206.37,4.761904762,10.3185,5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,342.3,1,1.971,41.391,2019-01-18,15:08:00,Cash,39.42,4.761904762,1.971,7
372-94-8041,A,Yangon,Normal,Male,Health and beauty,343.3,6,4.578,96.138,2019-02-15,18:03:00,Ewallet,91.56,4.761904762,4.578,8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,344.3,5,15.4425,324.2925,2019-03-08,13:21:00,Cash,308.85,4.761904762,15.4425,8
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,345.3,6,6.456,135.576,2019-01-17,12:48:00,Credit card,129.12,4.761904762,6.456,6
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,346.3,4,19.548,410.508,2019-03-12,19:53:00,Ewallet,390.96,4.761904762,19.548,5
815-11-1168,A,Yangon,Member,Male,Food and beverages,347.3,5,24.945,523.845,2019-03-09,19:09:00,Cash,498.9,4.761904762,24.945,7
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,348.3,4,18.852,395.892,2019-03-12,16:30:00,Cash,377.04,4.761904762,18.852,7
730-61-8757,B,Mandalay,Member,Male,Health and beauty,349.3,4,10.226,214.746,2019-01-25,10:11:00,Credit card,204.52,4.761904762,10.226,9
340-66-0321,A,Yangon,Member,Male,Electronic accessories,350.3,4,7.272,152.712,2019-03-25,13:07:00,Cash,145.44,4.761904762,7.272,8
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,351.3,9,9.909,208.089,2019-02-07,18:48:00,Cash,198.18,4.761904762,9.909,4
634-97-8956,A,Yangon,Normal,Male,Food and beverages,352.3,3,4.935,103.635,2019-02-17,17:27:00,Credit card,98.7,4.761904762,4.935,8
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,353.3,5,19.255,404.355,2019-02-03,15:59:00,Cash,385.1,4.761904762,19.255,8
442-48-3607,A,Yangon,Member,Male,Food and beverages,354.3,2,2.348,49.308,2019-03-14,11:21:00,Credit card,46.96,4.761904762,2.348,9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,355.3,5,3.675,77.175,2019-03-24,13:48:00,Ewallet,73.5,4.761904762,3.675,8
527-09-6272,A,Yangon,Member,Female,Electronic accessories,356.3,5,7.1125,149.3625,2019-03-21,10:17:00,Credit card,142.25,4.761904762,7.1125,6
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,357.3,9,34.38,721.98,2019-03-19,15:49:00,Ewallet,687.6,4.761904762,34.38,6
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,358.3,6,17.385,365.085,2019-02-24,13:02:00,Cash,347.7,4.761904762,17.385,5
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,359.3,3,7.1475,150.0975,2019-03-28,12:58:00,Credit card,142.95,4.761904762,7.1475,7
374-17-3652,B,Mandalay,Member,Female,Food and beverages,360.3,9,19.269,404.649,2019-02-05,15:26:00,Credit card,385.38,4.761904762,19.269,8
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,361.3,3,7.2135,151.4835,2019-02-10,18:23:00,Credit card,144.27,4.761904762,7.2135,8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,362.3,7,19.5895,411.3795,2019-03-05,19:06:00,Ewallet,391.79,4.761904762,19.5895,6
873-95-4984,B,Mandalay,Member,Female,Health and beauty,363.3,7,26.915,565.215,2019-02-15,20:21:00,Cash,538.3,4.761904762,26.915,5
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,364.3,5,24.2575,509.4075,2019-01-30,16:24:00,Ewallet,485.15,4.761904762,24.2575,3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,365.3,3,6.6975,140.6475,2019-02-14,15:04:00,Cash,133.95,4.761904762,6.6975,8
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,366.3,9,35.0685,736.4385,2019-02-27,16:10:00,Ewallet,701.37,4.761904762,35.0685,5
441-94-7118,A,Yangon,Member,Male,Electronic accessories,367.3,1,3.5975,75.5475,2019-02-04,12:14:00,Cash,71.95,4.761904762,3.5975,3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,368.3,8,35.7,749.7,2019-01-20,10:13:00,Cash,714,4.761904762,35.7,6
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,369.3,7,9.107,191.247,2019-03-28,17:38:00,Cash,182.14,4.761904762,9.107,7
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,370.3,10,6.75,141.75,2019-02-27,11:06:00,Credit card,135,4.761904762,6.75,5
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,371.3,10,49.65,1042.65,2019-02-15,14:53:00,Credit card,993,4.761904762,49.65,9
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,372.3,7,18.0915,379.9215,2019-01-26,18:22:00,Cash,361.83,4.761904762,18.0915,7
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,373.3,7,19.1555,402.2655,2019-03-14,19:02:00,Credit card,383.11,4.761904762,19.1555,5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,374.3,9,12.15,255.15,2019-03-02,14:16:00,Cash,243,4.761904762,12.15,9
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,375.3,1,1.512,31.752,2019-03-04,15:44:00,Cash,30.24,4.761904762,1.512,5
